row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,
24,203.05273450285253,1.9843037,,,,,,,,,,,55.52791,2104.5212,0,0,0,1766.2148,690.8133,26106.375,0,0,0,
25,789.2092730727281,1.984387,,,,,,,,,,,0,252130.69,0,150997.56,0,124197.88,0,1545.0789,0,0,78464.43,
26,550.1774811260104,1.9857292,,,,,,,,,,,0,0,0,267.94495,10386.124,0,825.47,0,0,0,0,
27,342.2123817438575,1.9869576,,,,,,,,,,,0,0,0,0,0,0,5183.051,0,0,0,0,
28,146.16515026983413,1.9922835,,,,,,,,,,,14.757636,0,0,0,0,0,0,88356.28,0,0,411.94574,
29,176.01092697285225,1.9918414,,,,,,,,,,,0,597.0855,0,0,447.6847,515.2205,0,17041.139,886.25867,830.17883,407.95963,
30,480.2068923553596,1.9947844,,,,,,,,,,,0,0,0,0,0,0,645.2822,0,0,0,14959.045,
31,591.132536738948,2.0039463,,,,,,,,,,,0,0,6859.2266,0,0,8297.604,0,0,0,49532.723,0,
32,746.2350421600199,2.0136597,,,,,,,,,,,0,0,25071.883,0,9567.166,0,0,6723.0986,15454.743,0,0,
33,243.05293636851695,2.0145464,,,,,,,,,,,0,0,0,0,0,0,0,12977.748,0,0,0,
34,338.1724441166066,2.0145464,,,,,,,,,,,0,0,0,0,0,0,0,38783.473,0,0,0,
35,298.0970395336562,2.0205655,,,,,,,,,,,0,116763.98,0,223198.58,471897.03,157163.9,220699.1,123344.85,366280.75,179789.89,123955.67,
36,315.04763287706567,2.0263863,,,,,,,,,,,0,335281.03,1175889.1,0,0,0,0,0,0,0,6687.3877,
37,300.21690115267194,2.0253568,,,,,,,,,,,0,0,0,0,0,0,0,3378128.0,0,0,0,
38,322.1992754040033,2.026929,,,,,,,,,,,0,0,0,0,0,0,0,20888.383,0,220.52356,0,
39,361.1328535837189,2.0271864,,,,,,,,,,,0,0,0,759648.9,0,0,0,0,152031.78,0,0,
40,541.1117357166529,2.02856,,,,,,,,,,,0,0,0,28112.615,0,0,0,0,0,0,0,
41,188.07073588340256,2.0340185,,,,62,3,[M+H]+,,1,42,187.06348,45.284355,0,82804.95,123865.2,0,246222.89,157748.02,481775.78,147234.27,244698.98,234311.36,
42,205.0973259362154,2.0335128,,,,62,3,[M+NH4]+,,2,42;41,187.06348,169.1389,0,115568.42,193050.45,0,352598.16,242962.6,726793.25,212542.14,359135.16,334333.06,
43,132.04456589940054,2.0361266,,,,,,,,,,,0,583.5271,0,0,4555.1035,2104.025,328393.97,0,0,0,1027.1218,
44,329.13491198170306,2.035504,,,,,,,,,,,0,207.13606,0,0,798.1333,421.7851,40581.984,0,0,0,0,
45,334.0897265744604,2.035504,,,,,,,,,,,0,221.04362,0,0,821.70544,503.4322,45052.87,0,0,0,0,
46,547.1915403644045,2.039327,,,,,,,,,,,0,0,0,0,0,74429.586,0,166601.28,88176.95,67701.06,93091.42,
47,707.1798194982979,2.0458808,,,,5,,,,,,,0,113487.17,85768.766,195701.22,39738.94,0,0,65430.246,188044.67,0,88659.914,
48,481.1822035968285,2.0469167,,,,,,,,,,,0,18989.184,9231.0625,0,0,95141.17,0,0,0,0,0,
49,135.04418909238228,2.046968,,,,,,,,,,,31.275652,0,78901.88,0,0,0,0,67999.69,0,18392.049,100559.23,
50,846.2890125619215,2.0471187,,,,,,,,,,,0,53646.63,4764.439,0,0,0,0,0,0,0,0,
51,181.04971383911146,2.0480149,,,,5,,,,,,,59.612694,5163519.5,3210731.8,8656731.0,1990719.9,2661159.8,681691.94,2313055.0,6247719.0,2059518.2,3285707.2,
52,381.05852405875146,2.0485466,,,,5,4,[M+K]+,,3,56;57;52,342.0954,0,201825.08,306735.62,383047.97,561879.06,219201.25,43399.105,524341.8,625426.94,339015.25,381744.16,
53,388.1604579248689,2.0478096,,,,5,,,,,,,10.075487,293903.44,334492.12,725389.06,353515.4,190528.48,0,268909.25,710179.94,204986.9,389448.6,
54,360.1293105659345,2.0486572,,,,5,4,[M+NH4]+,,3,56;57;54,342.0954,0,2700026.5,1698167.1,4567677.5,513898.0,1535789.6,0,400698.7,3787736.8,1170585.2,1708804.6,
55,702.2243152713752,2.0492632,,,,5,4,[2M+NH4]+,,2,56;55,342.0954,0,143100.0,124164.19,305184.06,0,57787.902,0,27750.615,169539.38,25085.924,102117.74,
56,343.10276756111335,2.0495105,,,,5,4,[M+H]+,,5,56;54;57;55;52,342.0954,0,1466924.2,840163.44,2175356.5,839827.94,652866.56,140266.1,625108.8,1684496.4,556350.44,917812.25,
57,365.08464903197904,2.049994,,,,5,4,[M+Na]+,,4,56;54;57;52,342.0954,146.29468,386912.25,353354.25,623403.06,378838.06,250102.12,104633.41,295592.34,693983.4,346267.44,404030.4,
58,723.1528838749333,2.049291,,,,5,,,,,,,0,0,0,0,11854.916,0,212.96751,22102.453,0,6579.6797,0,
59,163.039059424198,2.0522268,,,,,,,,,,,26.588833,4103911.5,3099590.8,0,628485.94,0,0,2798628.2,0,1870616.0,4147614.2,
60,641.1695658961246,2.0583963,,,,,,,,,,,0,72223.47,0,0,0,0,0,0,4690.576,0,0,
61,284.2070155270302,2.0616517,,,,67,,,,,,,67805.055,0,0,0,12587.202,0,14479.42,0,0,3552.9243,2066.0894,
62,256.17568574233593,2.0630035,,,,67,,,,,,,80938.83,16029.535,0,0,10158.893,0,21360.516,0,0,4650.2324,3400.998,
63,388.0888234793376,2.0651574,,,,,,,,,,,0,62673.297,0,125746.7,0,0,0,0,0,0,0,
64,285.0974412253193,2.0663464,,,,,,,,,,,0,44042.445,0,28486.273,0,0,0,0,49209.195,0,0,
65,413.20196923573064,2.0690298,,,,,,,,,,,0,588.0985,0,0,0,9792.599,0,0,0,0,0,
66,326.0869552062125,2.0777254,,,,,,,,,,,0,0,0,0,0,0,0,130500.45,0,0,0,
67,357.16582666994924,2.0791297,,,,,,,,,,,0,0,0,0,2103.8464,808.73364,147817.16,0,0,0,525.6622,
68,321.0009134234332,2.0823724,,,,,,,,,,,0,0,0,0,94042.27,0,0,70543.91,0,0,0,
69,281.029457624975,2.0848868,,,,88,7,[M+H]+,,1,72,280.02218,0,0,0,0,40808.16,0,62364.254,62570.17,0,0,0,
70,283.0453594561916,2.0884674,,,,,,,,,,,0,0,0,0,50278.918,0,16487.43,0,0,0,0,
71,305.0272684189259,2.0884674,,,,,,,,,,,0,0,0,0,47087.664,0,16016.85,0,0,0,0,
72,298.05599233167965,2.0886834,,,,88,7,[M+NH4]+,,2,72;69,280.02218,0,0,99850.305,0,126820.4,0,190461.72,199239.4,0,0,0,
73,536.1979793147901,2.0894234,,,,,,,,,,,0,0,9941.473,0,0,1885.7692,0,0,0,0,0,
74,318.1549676374148,2.0959868,,,,35,,,,,,,39.6927,0,20913.3,18716.148,11534.676,0,75275.39,2385.474,19923.598,33695.367,602919.94,
75,517.1560977169618,2.0959544,,,,,,,,,,,0,8735.854,0,0,0,0,0,0,18132.01,0,0,
76,334.03238934698885,2.0993063,,,,,,,,,,,0,0,0,0,0,0,0,9051.291,0,0,0,
77,193.0498461742355,2.1018538,,,,,,,,,,,0,0,209.71121,1087.7969,0,205.70569,496.8633,0,37060.953,0,0,
78,211.060185452989,2.1038451,,,,,,,,,,,0,0,0,1167.0476,0,0,0,0,44285.914,0,0,
79,229.15478146629744,2.1014261,,,,,,,,,,,12.834396,0,0,0,0,0,2740.4814,0,0,0,597408.5,
80,323.1094442531801,2.104744,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,51722.867,
81,339.0840578123193,2.1033926,,,,,,,,,,,0,0,0,0,0,145.1048,0,0,0,4581.258,99355.59,
82,296.0767578870644,2.106202,,,,,,,,,,,0,0,0,0,121843.05,0,134376.17,179187.6,0,15202.911,0,
83,346.1861813134539,2.1084929,,,,35,,,,,,,0,0,0,0,2139.4202,0,14217.791,0,0,0,122965.74,
84,448.19488218330383,2.123575,,,,,,,,,,,0,0,0,171.02254,0,20942.805,496.20868,0,0,0,0,
85,325.09247671202206,2.128862,,,,,,,,,,,0,1775074.6,91074.68,249334.92,1144449.4,0,0,0,0,0,0,
86,383.1315164884279,2.1346867,,,,,,,,,,,0,12587.417,1045.6364,0,0,1837.7896,0,0,0,1083.4573,142.00449,
87,340.16102734904314,2.1344066,,,,,,,,,,,0,0,0,100518.14,0,0,0,2484.834,0,0,0,
88,368.1924876387586,2.134401,,,,,,,,,,,0,662.62573,0,75938.25,0,0,0,1676.0116,0,0,0,
89,759.2008148436995,2.1363323,,,,,,,,,,,0,0,0,247295.88,0,0,0,0,0,0,0,
90,300.0722052510625,2.140121,,,,,,,,,,,0,0,0,0,105484.97,832953.2,114257.67,0,0,0,0,
91,302.1236669611569,2.145709,,,,,,,,,,,0,20689.13,13410.979,0,13859.868,20768.41,5679.3115,24042.658,0,7189.99,7199.7393,
92,602.2302331428441,2.1551094,,,,,,,,,,,0,8147.2715,441.01422,0,0,0,0,0,0,0,0,
93,266.13754804760845,2.1586251,,,,,,,,,,,0,0,0,0,73.6165,0,0,0,0,0,88284.61,
94,307.1684199104348,2.162264,,,,,,,,,,,0,0,0,0,42473.727,0,10709.344,0,0,0,12025.213,
95,312.2168899787729,2.1657767,,,,,,,,,,,0,0,0,0,0,0,0,724308.2,0,0,0,
96,276.2074135824199,2.1668437,,,,,,,,,,,0,0,0,0,0,125806.8,0,0,0,0,0,
97,413.14176347513137,2.167683,,,,,,,,,,,0,879.05206,2274.38,0,1394.1594,1302.2361,7345.3384,10895.643,0,975.1486,1401.8568,
98,330.1883393398091,2.1712413,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13189.487,
99,382.1134549530627,2.1775687,,,,,,,,,,,0,12019.445,2129.6025,0,0,1553.8087,0,0,0,2126.4602,0,
100,968.268265175419,2.1773856,,,,,,,,,,,0,39267.97,0,0,0,0,0,0,0,0,0,
101,198.07683414763034,2.178528,,,,,,,,,,,0,0,0,21385.42,0,0,0,0,7340.7812,0,0,
102,358.11408088354153,2.178528,,,,,,,,,,,0,0,0,108306.09,0,0,0,0,20511.363,0,0,
103,370.151039908237,2.1899934,,,,,,,,,,,0,0,0,0,0,9831.047,0,0,0,0,0,
104,444.17156282436537,2.192106,,,,,,,,,,,0,0,0,0,0,0,5029.063,0,0,0,0,
105,386.1449846772506,2.1938255,,,,,,,,,,,0,0,37336.457,75266.16,0,0,0,29427.93,77325.3,11505.613,0,
106,365.1235077115284,2.193476,,,,,,,,,,,0,0,0,0,60654.58,0,859.0816,0,0,0,0,
107,212.1644168267597,2.199885,,,,,,,,,,,0,0,0,0,0,0,0,300873.03,0,0,0,
108,374.18168579529686,2.2004125,,,,,,,,,,,0,0,0,10493.388,0,0,0,27749.908,0,0,0,
109,326.09555221299655,2.1979947,,,,,,,,,,,0,283399.12,0,0,2965.1287,0,0,0,0,0,0,
110,465.10380594452965,2.2011435,,,,,,,,,,,0,610604.1,0,0,0,0,0,0,0,0,0,
111,641.1347204955279,2.206885,,,,,,,,,,,0,0,0,204021.3,0,31824.1,0,0,34431.11,0,247522.22,
112,504.1710701174601,2.2083664,,,,,,,,,,,0,0,872.6199,0,0,0,7948.3525,0,0,0,0,
113,257.18627163397576,2.2079122,,,,,,,,,,,0,0,10869.665,0,0,2148.684,0,0,0,152.43297,0,
114,266.17485986227246,2.2108848,,,,,,,,,,,0,0,0,0,0,0,0,22565.543,0,0,0,
115,346.1497433592274,2.2126348,,,,,,,,,,,0,0,0,0,0,0,0,131177.28,0,20095.676,0,
116,367.07850413162976,2.2108848,,,,,,,,,,,0,0,0,0,0,0,0,15258.664,0,0,0,
117,184.09709483539103,2.2130237,,,,,,,,,,,26.993586,0,0,207.4867,11446.364,0,0,2341.7327,644.4136,2701.2075,561.9271,
118,207.1017162210802,2.2129383,,,,,,,,,,,10.022472,0,0,0,0,0,52965.664,0,23700.514,0,0,
119,334.1286919612176,2.2182033,,,,,,,,,,,0,0,1358.6932,0,0,0,12592.218,0,0,0,189.07086,
120,477.1605879487003,2.2189457,,,,,,,,,,,0,0,0,0,0,0,25889.895,0,0,0,0,
121,314.088126450373,2.2221599,,,,,,,,,,,0,0,0,255.74188,0,0,0,0,30400.365,0,0,
122,282.13347391288085,2.2272222,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,20917.62,
123,288.18097324517925,2.2299323,,,,,,,,,,,40.295715,157.78252,1164.4792,0,0,403.56476,86302.09,0,0,0,0,
124,328.06674864603485,2.2317042,,,,,,,,,,,0,3668.081,147675.19,0,0,70090.266,17106.895,0,0,0,0,
125,506.1869385257353,2.2313972,,,,,,,,,,,0,0,610.1455,0,0,0,0,0,120815.45,0,0,
126,313.05562249651837,2.2338722,,,,,,,,,,,0,0,0,0,0,0,0,55364.348,0,202.11896,0,
127,314.2324327500958,2.236816,,,,,,,,,,,9.099698,0,0,0,0,0,0,3099665.0,0,0,0,
128,315.2356864037184,2.2325866,,,,,,,,,,,0,0,0,0,0,0,0,577957.06,0,0,0,
129,303.0534174472128,2.2331307,,,,,,,,,,,0,0,0,0,0,3402.233,0,0,0,0,0,
130,392.1556031936827,2.232301,,,,,,,,,,,0,66845.234,5009.829,0,0,4412.247,0,0,0,0,0,
131,397.1120765232072,2.2338495,,,,,,,,,,,0,34111.55,0,0,0,683.6002,0,0,0,101.95575,0,
132,139.03923365872865,2.2347422,,,,,,,,,,,11.474421,37149.844,0,20852.912,0,0,0,16513.38,24396.416,20834.205,0,
133,335.0374824257222,2.2367117,,,,,,,,,,,0,0,92013.72,0,16644.12,4410.1904,25942.293,88901.03,0,0,22587.258,
134,231.17053492753425,2.2388375,,,,,,,,,,,9.117905,0,0,0,0,0,2961.124,0,0,259.36096,220950.73,
135,318.11884496661696,2.2409964,,,,,,,,,,,0,21809.973,3749.3916,11040.139,0,1126.3828,20055.748,5979.221,0,0,0,
136,302.08734554851594,2.2403677,,,,,,,,,,,0,23400.14,19508.32,0,0,1978270.2,0,87894.22,0,0,0,
137,330.08232859792304,2.2416062,,,,,,,,,,,0,1950.3159,157551.16,0,0,7150.579,38350.094,0,0,0,54061.6,
138,474.2328643188307,2.2424948,,,,,,,,,,,0,0,0,0,0,0,0,30116.262,0,0,0,
139,393.05867692939506,2.2424612,,,,,,,,,,,0,0,310.95337,43008.156,0,0,0,0,246714.83,0,0,
140,401.16468802001447,2.2431557,,,,,,,,,,,0,0,0,88284.1,0,0,0,0,273976.66,0,0,
141,726.2258874216376,2.2432468,,,,31,8,[2M+NH4]+,,2,141;159,354.09588,0,0,0,48860.152,0,643.46,0,0,55545.246,0,0,
142,179.03420932173603,2.2434182,,,,,,,,,,,0,3522.9072,3390.4563,2375.058,1049.2349,215563.94,0,0,2008.4014,0,0,
143,301.0753079892506,2.2436855,,,,,,,,,,,0,0,715.6024,0,197.80243,125008.33,0,1471.4781,0,505.81186,0,
144,307.04309091763525,2.2429616,,,,,,,,,,,0,0,0,0,0,83337.78,0,3269.9033,0,0,0,
145,323.0168424596103,2.2429616,,,,,,,,,,,0,0,0,0,0,59505.32,0,3004.3696,0,0,0,
146,559.1108448831019,2.2431557,,,,,,,,,,,0,0,0,46705.254,0,0,0,0,27253.27,0,0,
147,310.0924186443319,2.2465866,,,,,,,,,,,0,1151.2057,0,0,14816.961,0,14005.847,19940.973,0,3392.0415,5235.5127,
148,375.092661847677,2.25272,,,,45,,,,,,,0,261.77203,11213.873,0,6423.665,146328.56,114675.734,1624869.1,0,1804734.9,0,
149,397.07418054902297,2.2535377,,,,,,,,,,,0,0,584.6549,0,451.27875,9307.105,12297.7705,152954.66,0,0,0,
150,413.0477762767068,2.2524111,,,,,,,,,,,0,0,230.99384,0,0,0,1480.0007,89840.266,0,0,0,
151,147.04416044664998,2.2539754,,,,,,,,,,,10.930809,946.27734,15145.24,0,96409.47,78295.56,49822.324,8400.193,0,0,0,
152,420.15064298453586,2.2540896,,,,45,,,,,,,0,0,1585.2098,0,447.14264,4899.501,7864.508,136193.9,0,132142.69,0,
153,627.1566333664287,2.255775,,,,,,,,,,,0,127703.85,10275.293,298595.72,5984.0894,593640.9,7387.3877,65893.56,0,0,255466.34,
154,400.1612923869082,2.2611582,,,,31,,,,,,,0,384346.1,0,1059826.6,703.40466,551756.8,0,0,1376898.9,0,0,
155,773.2147382910391,2.259722,,,,,,,,,,,0,169356.84,31858.117,33542.188,0,155065.2,10514.219,37620.633,52453.875,0,0,
156,606.2042228802537,2.266162,,,,,,,,,,,0,38819.754,0,0,0,0,0,0,0,0,0,
157,356.09736036260733,2.2725809,,,,,,,,,,,0,0,33500.87,0,10493.013,0,0,20662.309,0,0,48157.613,
158,846.2671178138702,2.2740347,,,,,,,,,,,0,0,0,0,0,0,22225.541,0,0,0,0,
159,355.10296711913253,2.2745457,,,,31,8,[M+H]+,,3,141;159;169,354.09588,482.55652,4867323.0,257921.1,1.0508365E7,0,5314037.0,79117.74,577168.75,1.1679487E7,203877.92,0,
160,595.187141620805,2.2761664,,,,,,,,,,,0,0,0,0,0,15617.055,883.307,199460.58,0,93.61772,0,
161,617.1693240360933,2.2746387,,,,,,,,,,,0,0,0,0,0,0,229.84424,52525.195,0,0,0,
162,640.2457475392723,2.275324,,,,,,,,,,,0,0,0,0,0,877.75366,0,49390.152,0,0,0,
163,743.2058557751674,2.2761042,,,,,,,,,,,0,0,0,156608.53,0,0,0,0,0,0,0,
164,731.1800085370875,2.2757833,,,,,,,,,,,0,36483.105,0,0,0,20208.9,0,1713.2192,0,0,0,
165,362.1449777105729,2.2901871,,,,,,,,,,,0,0,0,0,0,0,8015.577,32316.031,0,173.91702,0,
166,597.1477177875528,2.2868688,,,,,,,,,,,0,0,0,256684.48,0,0,0,0,0,0,0,
167,510.124728906503,2.2893922,,,,,,,,,,,0,0,344.49554,0,84706.06,0,1453.499,13834.703,0,7800.2695,0,
168,369.1661761929294,2.2917886,,,,,,,,,,,0,0,0,0,0,28844.418,0,90128.07,0,0,0,
169,377.08512072166985,2.2922761,,,,31,8,[M+Na]+,,2,159;169,354.09588,0,142193.61,18451.645,295588.03,0,192753.77,0,0,391385.97,0,0,
170,208.09709154362432,2.2966273,,,,,,,,,,,0,0,5587.6157,0,0,0,24204.117,0,0,82.09179,1577.3811,
171,506.0938088412928,2.298247,,,,,,,,,,,0,0,164.16682,0,8954.942,0,709.2432,6102.3687,0,70302.125,0,
172,633.1439193675179,2.3028316,,,,,,,,,,,0,0,0,15360.767,0,0,0,23944.264,0,0,0,
173,935.2451284751405,2.3090577,,,,,,,,,,,0,540113.5,0,0,84.31654,0,0,0,0,0,0,
174,279.13768557744277,2.3098445,,,,,,,,,,,0,890.8374,4554.987,1712.2146,6745.027,0,11500.44,4616.08,0,2921.779,0,
175,951.2417206367021,2.3183074,,,,57,,,,,,,0,674828.56,0,511217.22,0,0,0,0,0,0,519823.16,
176,293.1496179498699,2.3196697,,,,,,,,,,,0,1367.0197,5362.0103,161.62918,29686.754,4539.333,35434.664,2504.6345,0,1875.3502,0,
177,568.2982239873133,2.3279731,,,,,,,,,,,0,0,0,26400.945,0,0,0,0,0,16548.627,0,
178,360.1295116419707,2.3286035,,,,,,,,,,,0,143331.19,82613.49,0,67744.67,189938.03,344930.78,0,0,103558.125,104978.16,
179,197.08077601398023,2.328824,,,,,,,,,,,65.11902,5923.9204,0,0,812.5514,0,0,18950.617,0,1937.4674,1516.4915,
180,450.2700459928808,2.3302953,,,,82,,,,,,,0,17966.77,0,0,0,0,31463.93,629.42224,0,0,0,
181,165.05514444175265,2.330539,,,,,,,,,,,0,0,0,28223.691,0,0,0,0,192070.7,443.61414,0,
182,166.05825639760096,2.33135,,,,,,,,,,,0,0,0,0,0,0,0,0,17540.87,0,0,
183,327.10829458737453,2.3308854,,,,,,,,,,,0,0,0,6433.906,0,0,0,0,41412.605,0,0,
184,365.1385921532454,2.3344502,,,,,,,,,,,0,0,219.31857,0,7024.0044,0,0,0,0,0,0,
185,450.1978172413959,2.3324502,,,,,,,,,,,0,533.7404,0,0,9009.6455,0,0,0,0,0,0,
186,422.23888911417015,2.334201,,,,82,,,,,,,0,106364.28,58535.043,0,3444.0332,0,88956.375,0,0,0,16545.172,
187,556.2399148925468,2.3348012,,,,,,,,,,,0,0,20209.717,18933.477,3082.2305,0,0,49881.246,21425.223,5487.23,0,
188,225.1486720106224,2.3400726,,,,,,,,,,,9.303692,0,0,0,1479.916,5826.328,29019.336,906.94965,462.62317,534.9919,4967.5967,
189,427.1942700858513,2.3404982,,,,,,,,,,,0,0,0,0,617.55457,1691.8411,12034.621,0,379.53156,410.75708,2443.296,
190,476.14075545466324,2.33943,,,,,,,,,,,0,10417.107,0,0,61.59105,1645.8379,241.06528,0,0,0,7801.2734,
191,718.2926934656501,2.353094,,,,,,,,,,,0,1267.6433,4087.0327,0,137.50778,18605.146,497.57855,1600.7922,0,0,0,
192,1037.2429894098616,2.355028,,,,,,,,,,,0,13534.783,0,0,0,0,0,0,0,0,0,
193,295.13915793710254,2.3645332,,,,,,,,,,,0,1509.7656,9312.855,0,5081.617,2429.1238,19138.148,14160.891,0,6912.3745,5677.3574,
194,317.1209274817687,2.3645332,,,,,,,,,,,0,2489.265,13051.228,0,6733.4653,3898.0825,28466.246,19472.281,0,10869.346,11588.654,
195,518.1504238710963,2.363497,,,,,,,,,,,0,0,0,0,0,0,20651.848,0,0,0,0,
196,340.19677245009547,2.3640332,,,,25,,,,,,,0,1770.9023,21194.717,0,12857.965,4088.101,40467.074,26561.246,0,6793.983,23445.3,
197,494.16671242934666,2.363763,,,,,,,,,,,0,9445.97,0,0,0,192.40982,13035.195,0,0,0,0,
198,349.0893717764326,2.3650577,,,,,,,,,,,28.647697,0,0,0,0,24716.162,0,0,137680.27,0,5505.8135,
199,476.22866518083026,2.3662398,,,,,,,,,,,0,0,0,0,0,0,0,0,45033.2,0,0,
200,372.16568393563034,2.3705335,,,,,,,,,,,8.506863,0,0,0,77239.33,29863.389,0,0,167867.55,23666.502,0,
201,365.0638086016885,2.372215,,,,,,,,,,,0,20175.719,14716.95,15525.742,0,17879.484,6992.2812,46495.78,0,28047.773,0,
202,344.1343155963034,2.371721,,,,,,,,,,,311.87552,376778.16,144800.08,244903.48,296382.5,204586.55,128894.91,487378.62,470683.7,281619.8,100047.41,
203,312.1653758497145,2.372936,,,,25,,,,,,,10.270698,0,104471.3,0,33973.125,0,125127.01,232013.23,83549.3,81059.3,0,
204,399.17664612160314,2.3745484,,,,,,,,,,,0,0,0,0,0,39721.086,0,170568.42,0,0,0,
205,328.2120198654877,2.3747294,,,,,,,,,,,0,0,0,0,0,0,0,14923.401,0,0,0,
206,421.15769869902516,2.3753643,,,,,,,,,,,0,0,0,0,0,9543.396,0,53851.15,0,0,142.9032,
207,437.13220427039437,2.3745484,,,,,,,,,,,0,0,0,0,0,2736.5684,0,29378.615,0,0,0,
208,444.2341357140541,2.3745484,,,,,,,,,,,0,0,0,0,0,3517.3823,0,29818.68,0,0,0,
209,450.15487003852513,2.3768895,,,,57,,,,,,,0,0,0,27262.043,0,0,0,0,0,0,38154.46,
210,391.2006972173562,2.3769963,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,85567.69,
211,618.203158692724,2.3775768,,,,,,,,,,,0,18161.178,288.72794,0,0,0,0,0,0,0,0,
212,374.227689494689,2.3885527,,,,,,,,,,,0,0,257.09274,0,0,0,0,0,0,0,26021.328,
213,255.12247100594348,2.3884695,,,,,,,,,,,22.922388,146.7503,1304.294,0,6363.0176,861.79224,1988.5481,880.4647,0,144.18394,1126.2646,
